OBJECTID;ID;STADSDEEL;BUURT_CODE;STRAAT;EIGENAAR;BEHEERDER;ONDERHOUDER;SOORT;VOET;ZITOBJECT;AFWERKING;KLEUR;AANLEG_JAAR;STANDPLAATS;LOCATIE;LEVERANCIER;geo_shape;geo_point_2d
995;13940;Begraafplaatsen;1224;Wijkbegraafplaats Stratum;Begraafplaats;BOR Stedelijk;Begraafplaats;Model Eindhoven;Staal;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.49859434964065, 51.407593134356055], ""type"": ""Point""}";51.407593134356055, 5.49859434964065
996;13941;Begraafplaatsen;1224;Wijkbegraafplaats Stratum;Begraafplaats;BOR Stedelijk;Begraafplaats;Model Eindhoven;Staal;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.498583096902568, 51.407646421168785], ""type"": ""Point""}";51.407646421168785, 5.498583096902568
999;9751;Park Philips van Lennep;1623;STD.P. Philips van Lennep;BOR;BOR Stedelijk;BOR Stedelijk;Picknickset;Beton;Beton;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.431638683965595, 51.44642922009817], ""type"": ""Point""}";51.44642922009817, 5.431638683965595
1000;9792;Strijp 1;1613;B.P. Engelsbergen;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.455282448573051, 51.43275806871164], ""type"": ""Point""}";51.43275806871164, 5.455282448573051
1001;9794;Stratum;1230;Rijsven;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2011;Gazon;Plein;;"{""coordinates"": [5.516981924138167, 51.42497896396226], ""type"": ""Point""}";51.42497896396226, 5.516981924138167
1004;11791;Park Meerland;1640;Waterfront;BOR;BOR Stedelijk;BOR Stedelijk;Flyer Eagle;Staal;Hout;Onbehandeld;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.405208314778641, 51.44438706948075], ""type"": ""Point""}";51.44438706948075, 5.405208314778641
1012;13195;Gestel;1726;;Particulier;Particulier;Particulier;;;;;;2008;;;;"{""coordinates"": [5.476916918162963, 51.422948865996084], ""type"": ""Point""}";51.422948865996084, 5.476916918162963
1014;12167;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.473906241078643, 51.482158802157024], ""type"": ""Point""}";51.482158802157024, 5.473906241078643
1018;10206;Woensel noord 2;1543;Amandelpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Kunststof;Kunststof;Onbehandeld;Donker bruin;2023;Verharding;Park;;"{""coordinates"": [5.496831910606206, 51.48096215060855], ""type"": ""Point""}";51.48096215060855, 5.496831910606206
1021;8976;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.470301499374706, 51.481085615653846], ""type"": ""Point""}";51.481085615653846, 5.470301499374706
1027;8986;Woensel noord 2;1534;Roodkapje;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.480713918760473, 51.48861633705523], ""type"": ""Point""}";51.48861633705523, 5.480713918760473
1030;8996;Woensel noord 2;1541;B.P. Eckart;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.495064797503886, 51.468917917229355], ""type"": ""Point""}";51.468917917229355, 5.495064797503886
1035;10210;Woensel noord 2;1543;Amandelpark;BOR;BOR Stedelijk;BOR Stedelijk;Picknickset;Beton;Kunststof;Beits;Donker bruin;2011;Gazon;Park;;"{""coordinates"": [5.496480474892221, 51.47944140342947], ""type"": ""Point""}";51.47944140342947, 5.496480474892221
1038;13174;Gestel;1731;Martin Luther Kingstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2011;Verharding;Plein;;"{""coordinates"": [5.444621412627145, 51.426636517210945], ""type"": ""Point""}";51.426636517210945, 5.444621412627145
1039;13175;Gestel;1731;Martin Luther Kingstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2011;Verharding;Plein;;"{""coordinates"": [5.444668104629666, 51.426629114430376], ""type"": ""Point""}";51.426629114430376, 5.444668104629666
1040;10227;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.475109748078259, 51.470853648311255], ""type"": ""Point""}";51.470853648311255, 5.475109748078259
1041;10229;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.4750888898507775, 51.46951639524931], ""type"": ""Point""}";51.46951639524931, 5.4750888898507775
1042;10230;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.47538920372479, 51.468770244826494], ""type"": ""Point""}";51.468770244826494, 5.47538920372479
1046;10238;Woensel noord 1;1524;Amienslaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.448920055060785, 51.4921909981047], ""type"": ""Point""}";51.4921909981047, 5.448920055060785
1047;10239;Woensel noord 1;1524;Evreuxlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2008;Beplanting;Park;;"{""coordinates"": [5.4461210040770505, 51.49216348893098], ""type"": ""Point""}";51.49216348893098, 5.4461210040770505
1051;10249;Park Philips van Lennep;1623;STD.P. Philips van Lennep;BOR;BOR Stedelijk;BOR Stedelijk;Picknickset;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.432413796746735, 51.446465064064185], ""type"": ""Point""}";51.446465064064185, 5.432413796746735
1053;10253;Park Philips van Lennep;1623;STD.P. Philips van Lennep;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Groen;2006;Verharding;Park;;"{""coordinates"": [5.432286530660623, 51.44679575268351], ""type"": ""Point""}";51.44679575268351, 5.432286530660623
1054;11029;Woensel zuid;1411;Antony van Leeuwenhoeklaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Donker bruin;2008;Verharding;Park;;"{""coordinates"": [5.463453060822084, 51.44733666110343], ""type"": ""Point""}";51.44733666110343, 5.463453060822084
1055;11033;Woensel noord 2;1543;Maisweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Donker bruin;2008;Verharding;Plein;;"{""coordinates"": [5.500252928522257, 51.47662023954173], ""type"": ""Point""}";51.47662023954173, 5.500252928522257
1057;11043;Stratum;1223;Herman Gorterlaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Kunststof;Beits;Donker bruin;2008;Verharding;Overig;;"{""coordinates"": [5.480851732372768, 51.41726991411327], ""type"": ""Point""}";51.41726991411327, 5.480851732372768
1066;10591;Woensel noord 2;1543;Amandelpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Kunststof;Kunststof;Onbehandeld;Donker bruin;2023;Gazon;Park;;"{""coordinates"": [5.496846479741897, 51.480663596883495], ""type"": ""Point""}";51.480663596883495, 5.496846479741897
1072;10603;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.4768898338151955, 51.47057359782508], ""type"": ""Point""}";51.47057359782508, 5.4768898338151955
1074;13206;Centrum;1111;Vestdijk;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Beits;Licht bruin;2008;Verharding;Plein;;"{""coordinates"": [5.48209718961419, 51.43760772073786], ""type"": ""Point""}";51.43760772073786, 5.48209718961419
1086;11193;Gestel;1722;Offenbachlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Donker bruin;2006;Gazon;Plein;;"{""coordinates"": [5.452135048587886, 51.42258472595322], ""type"": ""Point""}";51.42258472595322, 5.452135048587886
1090;13209;Gestel;1725;Locatellistraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Overig;;"{""coordinates"": [5.449563691710452, 51.4157887787516], ""type"": ""Point""}";51.4157887787516, 5.449563691710452
1093;10086;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Lak;Licht bruin;2010;Verharding;Plein;;"{""coordinates"": [5.474202365727404, 51.47020841420791], ""type"": ""Point""}";51.47020841420791, 5.474202365727404
1095;10090;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.4762230124594655, 51.46851468320548], ""type"": ""Point""}";51.46851468320548, 5.4762230124594655
1098;10100;Woensel zuid;1431;;Particulier;Particulier;Particulier;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2008;Gazon;Overig;;"{""coordinates"": [5.479427872268009, 51.46587317415378], ""type"": ""Point""}";51.46587317415378, 5.479427872268009
1099;10107;Woensel zuid;1424;Willem van Kesselstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.467226157148978, 51.461304537582], ""type"": ""Point""}";51.461304537582, 5.467226157148978
1101;10111;Woensel zuid;1422;Hermelijnstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.46783876714927, 51.45504299279016], ""type"": ""Point""}";51.45504299279016, 5.46783876714927
1103;10116;Woensel zuid;1411;Antony van Leeuwenhoeklaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Donker bruin;2008;Verharding;Park;;"{""coordinates"": [5.464465775639176, 51.446415769348114], ""type"": ""Point""}";51.446415769348114, 5.464465775639176
1108;10124;Woensel zuid;1421;Groenewoudseweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2008;Gazon;Park;;"{""coordinates"": [5.452955779769421, 51.45400202181061], ""type"": ""Point""}";51.45400202181061, 5.452955779769421
1109;10126;Woensel zuid;1412;;Particulier;Particulier;Particulier;Model Eindhoven;Beton;Kunststof;Lak;Donker bruin;2009;Beplanting;School;;"{""coordinates"": [5.472935854409196, 51.44489753040743], ""type"": ""Point""}";51.44489753040743, 5.472935854409196
1111;10511;Woensel noord 1;1524;;Particulier;Particulier;Particulier;Anders;Beton;Hout;Lak;Donker bruin;2006;Verharding;Winkel;;"{""coordinates"": [5.440844549425339, 51.488553031995615], ""type"": ""Point""}";51.488553031995615, 5.440844549425339
1115;10556;Stratum;1238;Heezerweg;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Kunststof;Beits;Licht bruin;2008;Gazon;Park;;"{""coordinates"": [5.508793257801372, 51.416975553229996], ""type"": ""Point""}";51.416975553229996, 5.508793257801372
1116;12999;Tongelre;1321;Groenstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2008;Beplanting;Overig;;"{""coordinates"": [5.50467360955826, 51.44387279529773], ""type"": ""Point""}";51.44387279529773, 5.50467360955826
1121;11409;Strijp 1;1623;Pieter Pauluslaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.431660690073976, 51.44169796345412], ""type"": ""Point""}";51.44169796345412, 5.431660690073976
1127;8518;Woensel noord 2;1546;Buitengebied 489;BOR;BOR buitengebied;BOR Natuur;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.513331240666191, 51.495128290325866], ""type"": ""Point""}";51.495128290325866, 5.513331240666191
1133;8791;Tongelre;1333;Kaeriuslaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.519916076550309, 51.442245600453965], ""type"": ""Point""}";51.442245600453965, 5.519916076550309
1136;14928;Park Meerland;1640;;BOR;BOR Stedelijk;;Flyer Eagle;Staal;Hout;Onbehandeld;Licht bruin;;Gazon;;;"{""coordinates"": [5.3978431180135615, 51.442627254381996], ""type"": ""Point""}";51.442627254381996, 5.3978431180135615
1142;10609;Strijp 1;1622;B.P. 't Ven;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2008;Gazon;Park;;"{""coordinates"": [5.445404376164545, 51.44095550201582], ""type"": ""Point""}";51.44095550201582, 5.445404376164545
1143;10610;Strijp 1;1622;B.P. 't Ven;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2008;Verharding;Park;;"{""coordinates"": [5.447964284892323, 51.44116610018498], ""type"": ""Point""}";51.44116610018498, 5.447964284892323
2850;15960;Woensel noord 1;1512;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2017;Verharding;Overig;Ergon;"{""coordinates"": [5.459541183863323, 51.467389243344726], ""type"": ""Point""}";51.467389243344726, 5.459541183863323
2854;15932;Tongelre;1322;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.519834633378366, 51.438971810569534], ""type"": ""Point""}";51.438971810569534, 5.519834633378366
2855;16222;Strijp 1;1622;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Licht bruin;2013;Gazon;Park;Ergon;"{""coordinates"": [5.440723200992501, 51.44039440491704], ""type"": ""Point""}";51.44039440491704, 5.440723200992501
2856;15919;Gestel;1731;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2013;Gazon;Overig;Ergon;"{""coordinates"": [5.438907150405565, 51.42244269804027], ""type"": ""Point""}";51.42244269804027, 5.438907150405565
2859;15936;Woensel noord 2;1532;;BOR;BOR Stedelijk;BOR Stedelijk;Anders;Beton;Beton;;Grijs;2001;Gazon;;;"{""coordinates"": [5.482962635351353, 51.479775937180186], ""type"": ""Point""}";51.479775937180186, 5.482962635351353
2860;15942;Begraafplaatsen;1432;;Begraafplaats;BOR Stedelijk;Begraafplaats;Model Eindhoven;Beton;Hout;Beits;Donker bruin;;Verharding;Park;Ergon;"{""coordinates"": [5.4817471557994875, 51.45509970091971], ""type"": ""Point""}";51.45509970091971, 5.4817471557994875
2865;16111;Strijp 2;1637;;Particulier;Particulier;Particulier;Picknickset;Hout;Hout;Beits;Licht bruin;;Gazon;Park;Ergon;"{""coordinates"": [5.4019978535314275, 51.44990544770253], ""type"": ""Point""}";51.44990544770253, 5.4019978535314275
2869;16174;Tongelre;1333;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;;Gazon;Park;Ergon;"{""coordinates"": [5.522902390657621, 51.444413499911256], ""type"": ""Point""}";51.444413499911256, 5.522902390657621
2872;16177;Stratum;1224;;Sportpark;Sportpark;Sportpark;Anders;Staal;Hout;Lak;Donker bruin;;Verharding;;;"{""coordinates"": [5.492207174661191, 51.40807447567175], ""type"": ""Point""}";51.40807447567175, 5.492207174661191
2873;16208;Woensel zuid;1410;;BOR;BOR Stedelijk;BOR Stedelijk;Anders;Beton;Beton;Onbehandeld;Donker bruin;2011;Gazon;Park;;"{""coordinates"": [5.467091578406424, 51.44371955327727], ""type"": ""Point""}";51.44371955327727, 5.467091578406424
2876;16229;Centrum;1515;;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.4762658643838344, 51.469262200792436], ""type"": ""Point""}";51.469262200792436, 5.4762658643838344
2878;15975;Park Henri Dunant;1532;;BOR;BOR Stedelijk;BOR Stedelijk;;;Hout;;;;;;;"{""coordinates"": [5.471752595731727, 51.47878078042877], ""type"": ""Point""}";51.47878078042877, 5.471752595731727
2884;16198;Tongelre;1322;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Licht bruin;2016;Gazon;Park;Ergon;"{""coordinates"": [5.518433439253525, 51.43693751626682], ""type"": ""Point""}";51.43693751626682, 5.518433439253525
2886;16086;Woensel noord 1;1513;;BOR;BOR Stedelijk;BOR Stedelijk;Camino;Staal;Kunststof;Onbehandeld;Licht bruin;;Gazon;Park;Velopa;"{""coordinates"": [5.466486314607337, 51.47164907961793], ""type"": ""Point""}";51.47164907961793, 5.466486314607337
2887;16087;Woensel noord 1;1513;;BOR;BOR Stedelijk;BOR Stedelijk;Camino;Staal;Kunststof;Onbehandeld;Licht bruin;;Gazon;Park;Velopa;"{""coordinates"": [5.466465297088885, 51.47167979017675], ""type"": ""Point""}";51.47167979017675, 5.466465297088885
2889;16201;Strijp 1;1627;;BOR;BOR Natuur;BOR Natuur;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.42989222785876, 51.46371803832145], ""type"": ""Point""}";51.46371803832145, 5.42989222785876
2893;16120;Woensel noord 1;1512;;BOR;BOR Stedelijk;BOR Stedelijk;;Staal;Hout;Onbehandeld;Donker bruin;;Gazon;;;"{""coordinates"": [5.46449525947251, 51.46642517988393], ""type"": ""Point""}";51.46642517988393, 5.46449525947251
2895;15971;Woensel noord 2;1543;;BOR;BOR Stedelijk;BOR Stedelijk;Camino;Staal;Hout;Onbehandeld;Licht bruin;2017;Verharding;Winkel;Velopa;"{""coordinates"": [5.492602172944092, 51.47693327773519], ""type"": ""Point""}";51.47693327773519, 5.492602172944092
2898;16024;Woensel noord 1;1535;;BOR;BOR Natuur;BOR Natuur;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2020;Anders;;Ergon;"{""coordinates"": [5.453937622205112, 51.48708956299144], ""type"": ""Point""}";51.48708956299144, 5.453937622205112
2902;10788;Woensel noord 1;1512;B.P. Lieven de Keylaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Licht bruin;2009;Gazon;Park;;"{""coordinates"": [5.464079964286443, 51.46651174606864], ""type"": ""Point""}";51.46651174606864, 5.464079964286443
2908;12634;Gestel;1721;Mendelssohnlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.452059075975731, 51.42621278104322], ""type"": ""Point""}";51.42621278104322, 5.452059075975731
2915;16253;Woensel noord 1;1511;;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Kunststof;Kunststof;Onbehandeld;Grijs;;Verharding;Park;;"{""coordinates"": [5.4541468782963385, 51.47713203539059], ""type"": ""Point""}";51.47713203539059, 5.4541468782963385
2926;8243;Stratum;1233;St Gerlachstraat;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Kunststof;Beits;Donker bruin;2006;Anders;Overig;;"{""coordinates"": [5.502051488085148, 51.423924257981284], ""type"": ""Point""}";51.423924257981284, 5.502051488085148
2928;16413;Woensel zuid;1425;;;;;;;Hout;;;;;;;"{""coordinates"": [5.474329268395998, 51.46519923908036], ""type"": ""Point""}";51.46519923908036, 5.474329268395998
2929;16415;Centrum;1113;;;;;;;Beton;;;;;;;"{""coordinates"": [5.471705751118986, 51.44056964899244], ""type"": ""Point""}";51.44056964899244, 5.471705751118986
2932;16420;Strijp 2;1638;;;;;;;;;;;;;;"{""coordinates"": [5.3913321431427565, 51.45750800193194], ""type"": ""Point""}";51.45750800193194, 5.3913321431427565
2935;16425;Woensel zuid;1421;;;;;;;Hout;;;;;;;"{""coordinates"": [5.455844850095844, 51.45222614404856], ""type"": ""Point""}";51.45222614404856, 5.455844850095844
2938;16430;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.49115711806062, 51.44732823303496], ""type"": ""Point""}";51.44732823303496, 5.49115711806062
2941;16435;Woensel zuid;1425;;;;;;;Hout;;;;;;;"{""coordinates"": [5.4717323178312975, 51.46519487030416], ""type"": ""Point""}";51.46519487030416, 5.4717323178312975
2944;16439;Gestel;1713;;;;;;;;;;;;;;"{""coordinates"": [5.458047905148415, 51.4316561222318], ""type"": ""Point""}";51.4316561222318, 5.458047905148415
2946;16441;Centrum;1113;;;;;;;Beton;;;;;;;"{""coordinates"": [5.4715713290119155, 51.440585467698156], ""type"": ""Point""}";51.440585467698156, 5.4715713290119155
2948;16800;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Picknickset;;Hout;;;;Verharding;Park;;"{""coordinates"": [5.455794171585256, 51.45199041932906], ""type"": ""Point""}";51.45199041932906, 5.455794171585256
2949;16801;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Picknickset;;Hout;;;;Verharding;Park;;"{""coordinates"": [5.455816272348203, 51.45197334581612], ""type"": ""Point""}";51.45197334581612, 5.455816272348203
2956;16543;Woensel zuid;1421;;;;;;;;;;;;;;"{""coordinates"": [5.455798243931971, 51.45577179355326], ""type"": ""Point""}";51.45577179355326, 5.455798243931971
2957;16564;Strijp 2;1638;;;;;;;;;;;;;;"{""coordinates"": [5.391749709840937, 51.45758420016412], ""type"": ""Point""}";51.45758420016412, 5.391749709840937
2958;16569;Centrum;1111;;;;;;;Hout;;;;;;;"{""coordinates"": [5.480935807040836, 51.43528636563838], ""type"": ""Point""}";51.43528636563838, 5.480935807040836
2959;16573;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.446884883189948, 51.47744927053794], ""type"": ""Point""}";51.47744927053794, 5.446884883189948
2960;16579;Strijp 2;1638;;;;;;Staal;Hout;Beits;Licht bruin;;Verharding;;;"{""coordinates"": [5.392721526944392, 51.464703812974676], ""type"": ""Point""}";51.464703812974676, 5.392721526944392
2966;16522;Woensel zuid;1425;;;;;;;Hout;;;;;;;"{""coordinates"": [5.472141125829395, 51.46530941185067], ""type"": ""Point""}";51.46530941185067, 5.472141125829395
2970;16531;Woensel zuid;1421;;;;;;;;;;;;;;"{""coordinates"": [5.456131189487708, 51.45505742079621], ""type"": ""Point""}";51.45505742079621, 5.456131189487708
2971;16534;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.493050627545921, 51.445645206083135], ""type"": ""Point""}";51.445645206083135, 5.493050627545921
2973;16536;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.487931529439931, 51.45128724968012], ""type"": ""Point""}";51.45128724968012, 5.487931529439931
2979;16546;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.44694799389404, 51.47749700379131], ""type"": ""Point""}";51.47749700379131, 5.44694799389404
2982;16925;Strijp 2;1633;;;;;Flyer Eagle;Staal;Hout;Onbehandeld;Licht bruin;;Gazon;;;"{""coordinates"": [5.419859578537669, 51.435609796315624], ""type"": ""Point""}";51.435609796315624, 5.419859578537669
2987;16823;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Natuur;Anders;Beton;Beton;Onbehandeld;Grijs;2023;Verharding;;;"{""coordinates"": [5.454121535001354, 51.455166017662535], ""type"": ""Point""}";51.455166017662535, 5.454121535001354
2988;16935;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Natuur;Anders;Beton;Beton;Onbehandeld;Grijs;2023;Verharding;;;"{""coordinates"": [5.454034176925977, 51.45497145441543], ""type"": ""Point""}";51.45497145441543, 5.454034176925977
2994;16943;Woensel noord 2;1534;;BOR;BOR Stedelijk;BOR Stedelijk;;;Hout;Onbehandeld;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.4692657403184315, 51.4866384040552], ""type"": ""Point""}";51.4866384040552, 5.4692657403184315
2997;16946;Woensel noord 1;1511;;;;;;;;;;;;;;"{""coordinates"": [5.445832388696917, 51.47525152427077], ""type"": ""Point""}";51.47525152427077, 5.445832388696917
3002;16809;Strijp 2;1637;;;;;;Kunststof;Kunststof;Anders;Donker bruin;;Gazon;;;"{""coordinates"": [5.397393823656296, 51.449624498981976], ""type"": ""Point""}";51.449624498981976, 5.397393823656296
3005;12121;Woensel noord 2;1516;Kampakker;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.481236995752095, 51.4677558304502], ""type"": ""Point""}";51.4677558304502, 5.481236995752095
3008;13342;Centrum;1111;18 Septemberplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Beton;Anders;Grijs;2010;Verharding;Plein;;"{""coordinates"": [5.47724807115589, 51.44128290610631], ""type"": ""Point""}";51.44128290610631, 5.47724807115589
3009;12312;Strijp 1;1613;B.P. Engelsbergen;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.45798479023445, 51.434520330603824], ""type"": ""Point""}";51.434520330603824, 5.45798479023445
3011;13872;Woensel noord 2;1544;Baristraat;BOR;BOR Stedelijk;BOR Stedelijk;;;Kunststof;;;2013;;;;"{""coordinates"": [5.502019813147868, 51.48515693048061], ""type"": ""Point""}";51.48515693048061, 5.502019813147868
3012;16803;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Picknickset;;Hout;;;;Verharding;Park;;"{""coordinates"": [5.455862348054538, 51.45194184932669], ""type"": ""Point""}";51.45194184932669, 5.455862348054538
3028;16855;Strijp 2;1633;;Particulier;Particulier;Particulier;Picknickset;Staal;Hout;Beits;Donker bruin;;Verharding;;;"{""coordinates"": [5.418682129199185, 51.436931448669526], ""type"": ""Point""}";51.436931448669526, 5.418682129199185
3038;13368;Centrum;1111;Stratumseind;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2008;Verharding;Plein;;"{""coordinates"": [5.47997740677337, 51.43691677119622], ""type"": ""Point""}";51.43691677119622, 5.47997740677337
3049;16864;Strijp 1;1612;;BOR;;;Social sofa;Anders;Beton;Anders;Anders;;Verharding;Plein;;"{""coordinates"": [5.4615873755396525, 51.44090120974072], ""type"": ""Point""}";51.44090120974072, 5.4615873755396525
3050;16865;Park Henri Dunant;1532;;;;;;;Beton;;;;;;;"{""coordinates"": [5.471798710905802, 51.479606309330556], ""type"": ""Point""}";51.479606309330556, 5.471798710905802
3053;13715;Woensel zuid;1421;Edisonplein;BOR;BOR Stedelijk;BOR Stedelijk;;;Hout;;;2013;;;;"{""coordinates"": [5.457347346628879, 51.45338144131306], ""type"": ""Point""}";51.45338144131306, 5.457347346628879
3057;16449;Centrum;1111;;;;;;;Hout;;;;;;;"{""coordinates"": [5.480848925643733, 51.43539632212203], ""type"": ""Point""}";51.43539632212203, 5.480848925643733
